time_us,capture_1_v,capture_2_v
-5.065599999999999881e+01,1.221000000000000080e-03,2.439999999999999949e-04
-5.064800000000000324e+01,1.464999999999999939e-03,1.587000000000000086e-03
-5.064000000000000057e+01,0.000000000000000000e+00,2.441000000000000027e-03
-5.063199999999999790e+01,2.929999999999999879e-03,1.343000000000000010e-03
-5.062400000000000233e+01,2.318999999999999881e-03,2.563000000000000174e-03
-5.061599999999999966e+01,1.830999999999999945e-03,4.879999999999999898e-04
-5.060800000000000409e+01,1.953000000000000092e-03,1.343000000000000010e-03
-5.059999999999999432e+01,2.441000000000000027e-03,1.219999999999999974e-04
-5.059199999999999875e+01,2.439999999999999949e-04,1.098999999999999934e-03
-5.058400000000000318e+01,1.587000000000000086e-03,1.587000000000000086e-03
-5.057600000000000051e+01,2.197000000000000168e-03,1.464999999999999939e-03
-5.056799999999999784e+01,1.221000000000000080e-03,9.770000000000000039e-04
-5.055999999999999517e+01,1.830999999999999945e-03,1.953000000000000092e-03
-5.055199999999999960e+01,1.221000000000000080e-03,2.075000000000000022e-03
-5.054400000000000404e+01,1.098999999999999934e-03,1.953000000000000092e-03
-5.053600000000000136e+01,2.808000000000000166e-03,8.540000000000000499e-04
-5.052799999999999869e+01,1.464999999999999939e-03,1.953000000000000092e-03
-5.051999999999999602e+01,8.540000000000000499e-04,1.830999999999999945e-03
-5.051200000000000045e+01,1.830999999999999945e-03,2.441000000000000027e-03
-5.050400000000000489e+01,1.343000000000000010e-03,1.464999999999999939e-03
-5.049600000000000222e+01,1.464999999999999939e-03,4.879999999999999898e-04
-5.048799999999999955e+01,2.439999999999999949e-04,1.343000000000000010e-03
-5.047999999999999687e+01,6.099999999999999737e-04,1.464999999999999939e-03
-5.047200000000000131e+01,1.953000000000000092e-03,3.052000000000000025e-03
-5.046400000000000574e+01,1.464999999999999939e-03,2.075000000000000022e-03
-5.045599999999999596e+01,1.587000000000000086e-03,4.879999999999999898e-04
-5.044800000000000040e+01,1.830999999999999945e-03,9.770000000000000039e-04
-5.043999999999999773e+01,1.830999999999999945e-03,1.098999999999999934e-03
-5.043200000000000216e+01,6.099999999999999737e-04,1.464999999999999939e-03
-5.042399999999999949e+01,1.343000000000000010e-03,1.098999999999999934e-03
-5.041599999999999682e+01,1.098999999999999934e-03,8.540000000000000499e-04
-5.040800000000000125e+01,1.830999999999999945e-03,2.075000000000000022e-03
-5.039999999999999858e+01,1.343000000000000010e-03,1.953000000000000092e-03
-5.039200000000000301e+01,8.540000000000000499e-04,1.464999999999999939e-03
-5.038400000000000034e+01,1.953000000000000092e-03,2.075000000000000022e-03
-5.037599999999999767e+01,1.953000000000000092e-03,2.318999999999999881e-03
-5.036800000000000210e+01,2.075000000000000022e-03,-4.879999999999999898e-04
-5.035999999999999943e+01,1.219999999999999974e-04,2.439999999999999949e-04
-5.035200000000000387e+01,2.441000000000000027e-03,-2.439999999999999949e-04
-5.034400000000000119e+01,1.464999999999999939e-03,6.099999999999999737e-04
-5.033599999999999852e+01,8.540000000000000499e-04,9.770000000000000039e-04
-5.032800000000000296e+01,1.098999999999999934e-03,-4.879999999999999898e-04
-5.032000000000000028e+01,1.464999999999999939e-03,1.830999999999999945e-03
-5.031200000000000472e+01,2.929999999999999879e-03,2.441000000000000027e-03
-5.030399999999999494e+01,1.953000000000000092e-03,2.075000000000000022e-03
-5.029599999999999937e+01,1.953000000000000092e-03,4.879999999999999898e-04
-5.028799999999999670e+01,2.197000000000000168e-03,1.219999999999999974e-04
-5.028000000000000114e+01,2.075000000000000022e-03,1.953000000000000092e-03
-5.027200000000000557e+01,1.343000000000000010e-03,9.770000000000000039e-04
-5.026399999999999579e+01,1.587000000000000086e-03,1.221000000000000080e-03
-5.025600000000000023e+01,1.830999999999999945e-03,6.099999999999999737e-04
-5.024799999999999756e+01,1.221000000000000080e-03,1.221000000000000080e-03
-5.024000000000000199e+01,2.808000000000000166e-03,1.098999999999999934e-03
-5.023200000000000642e+01,2.441000000000000027e-03,1.464999999999999939e-03
-5.022399999999999665e+01,1.953000000000000092e-03,1.221000000000000080e-03
-5.021600000000000108e+01,1.464999999999999939e-03,1.221000000000000080e-03
-5.020799999999999841e+01,8.540000000000000499e-04,6.099999999999999737e-04
-5.020000000000000284e+01,3.660000000000000059e-04,4.879999999999999898e-04
-5.019200000000000017e+01,2.929999999999999879e-03,1.464999999999999939e-03
-5.018399999999999750e+01,1.343000000000000010e-03,2.808000000000000166e-03
-5.017600000000000193e+01,1.221000000000000080e-03,6.099999999999999737e-04
-5.016799999999999926e+01,6.099999999999999737e-04,1.221000000000000080e-03
-5.016000000000000369e+01,1.464999999999999939e-03,2.075000000000000022e-03
-5.015199999999999392e+01,1.464999999999999939e-03,3.660000000000000059e-04
-5.014399999999999835e+01,1.587000000000000086e-03,3.660000000000000059e-04
-5.013600000000000279e+01,1.343000000000000010e-03,1.587000000000000086e-03
-5.012800000000000011e+01,1.098999999999999934e-03,2.929999999999999879e-03
-5.012000000000000455e+01,2.075000000000000022e-03,9.770000000000000039e-04
-5.011199999999999477e+01,1.953000000000000092e-03,0.000000000000000000e+00
-5.010399999999999920e+01,2.808000000000000166e-03,8.540000000000000499e-04
-5.009600000000000364e+01,1.464999999999999939e-03,1.953000000000000092e-03
-5.008800000000000097e+01,1.343000000000000010e-03,1.221000000000000080e-03
-5.007999999999999829e+01,1.098999999999999934e-03,6.099999999999999737e-04
-5.007199999999999562e+01,4.879999999999999898e-04,2.439999999999999949e-04
-5.006400000000000006e+01,1.464999999999999939e-03,1.587000000000000086e-03
-5.005600000000000449e+01,1.587000000000000086e-03,2.075000000000000022e-03
-5.004800000000000182e+01,1.464999999999999939e-03,1.098999999999999934e-03
-5.003999999999999915e+01,1.098999999999999934e-03,1.587000000000000086e-03
-5.003199999999999648e+01,1.343000000000000010e-03,1.953000000000000092e-03
-5.002400000000000091e+01,6.099999999999999737e-04,4.879999999999999898e-04
-5.001599999999999824e+01,2.563000000000000174e-03,4.879999999999999898e-04
-5.000800000000000267e+01,1.464999999999999939e-03,1.098999999999999934e-03
-5.000000000000000000e+01,2.075000000000000022e-03,1.343000000000000010e-03
-4.999199999999999733e+01,1.464999999999999939e-03,1.953000000000000092e-03
-4.998400000000000176e+01,1.464999999999999939e-03,1.221000000000000080e-03
-4.997599999999999909e+01,1.464999999999999939e-03,1.219999999999999974e-04
-4.996800000000000352e+01,6.099999999999999737e-04,1.587000000000000086e-03
-4.996000000000000085e+01,1.830999999999999945e-03,2.439999999999999949e-04
-4.995199999999999818e+01,2.318999999999999881e-03,8.540000000000000499e-04
-4.994400000000000261e+01,9.770000000000000039e-04,1.830999999999999945e-03
-4.993599999999999994e+01,2.563000000000000174e-03,2.441000000000000027e-03
-4.992799999999999727e+01,1.587000000000000086e-03,1.221000000000000080e-03
-4.992000000000000171e+01,1.343000000000000010e-03,1.221000000000000080e-03
-4.991199999999999903e+01,1.221000000000000080e-03,9.770000000000000039e-04
-4.990400000000000347e+01,1.830999999999999945e-03,1.098999999999999934e-03
-4.989600000000000080e+01,2.441000000000000027e-03,1.953000000000000092e-03
-4.988799999999999812e+01,1.098999999999999934e-03,4.879999999999999898e-04
-4.987999999999999545e+01,6.099999999999999737e-04,4.879999999999999898e-04
-4.987199999999999989e+01,9.770000000000000039e-04,2.075000000000000022e-03
-4.986400000000000432e+01,1.221000000000000080e-03,1.221000000000000080e-03
-4.985600000000000165e+01,1.830999999999999945e-03,1.587000000000000086e-03
-4.984799999999999898e+01,2.318999999999999881e-03,1.953000000000000092e-03
-4.983999999999999631e+01,2.318999999999999881e-03,8.540000000000000499e-04
-4.983200000000000074e+01,1.343000000000000010e-03,1.221000000000000080e-03
-4.982400000000000517e+01,1.221000000000000080e-03,-4.879999999999999898e-04
-4.981599999999999540e+01,1.098999999999999934e-03,2.441000000000000027e-03
-4.980799999999999983e+01,1.953000000000000092e-03,2.075000000000000022e-03
-4.979999999999999716e+01,8.540000000000000499e-04,8.540000000000000499e-04
-4.979200000000000159e+01,1.464999999999999939e-03,4.879999999999999898e-04
-4.978400000000000603e+01,1.221000000000000080e-03,1.830999999999999945e-03
-4.977599999999999625e+01,6.099999999999999737e-04,1.953000000000000092e-03
-4.976800000000000068e+01,0.000000000000000000e+00,4.879999999999999898e-04
-4.975999999999999801e+01,1.587000000000000086e-03,6.099999999999999737e-04
-4.975200000000000244e+01,2.318999999999999881e-03,1.221000000000000080e-03
-4.974399999999999977e+01,1.221000000000000080e-03,9.770000000000000039e-04
-4.973599999999999710e+01,6.099999999999999737e-04,1.221000000000000080e-03
-4.972800000000000153e+01,1.343000000000000010e-03,1.464999999999999939e-03
-4.971999999999999886e+01,2.318999999999999881e-03,2.075000000000000022e-03
-4.971200000000000330e+01,1.221000000000000080e-03,9.770000000000000039e-04
-4.970400000000000063e+01,1.343000000000000010e-03,2.318999999999999881e-03
-4.969599999999999795e+01,6.099999999999999737e-04,2.563000000000000174e-03
-4.968800000000000239e+01,2.318999999999999881e-03,4.879999999999999898e-04
-4.967999999999999972e+01,1.098999999999999934e-03,1.343000000000000010e-03
-4.967200000000000415e+01,6.099999999999999737e-04,0.000000000000000000e+00
-4.966399999999999437e+01,1.098999999999999934e-03,2.808000000000000166e-03
-4.965599999999999881e+01,1.464999999999999939e-03,9.770000000000000039e-04
-4.964800000000000324e+01,1.343000000000000010e-03,1.830999999999999945e-03
-4.964000000000000057e+01,2.439999999999999949e-04,6.099999999999999737e-04
-4.963200000000000500e+01,1.464999999999999939e-03,1.098999999999999934e-03
-4.962399999999999523e+01,2.075000000000000022e-03,1.464999999999999939e-03
-4.961599999999999966e+01,9.770000000000000039e-04,-2.439999999999999949e-04
-4.960799999999999699e+01,8.540000000000000499e-04,1.830999999999999945e-03
-4.960000000000000142e+01,3.784000000000000037e-03,8.540000000000000499e-04
-4.959199999999999875e+01,1.953000000000000092e-03,1.587000000000000086e-03
-4.958399999999999608e+01,9.770000000000000039e-04,1.464999999999999939e-03
-4.957600000000000051e+01,9.770000000000000039e-04,6.099999999999999737e-04
-4.956799999999999784e+01,1.343000000000000010e-03,2.197000000000000168e-03
-4.956000000000000227e+01,1.221000000000000080e-03,1.221000000000000080e-03
